CASRN	Chemical	Tc	Pc	Vc	omega
108-43-0	m-chlorophenol	729	5320000	0.00032	0.486
108-44-1	m-toluidine	707	4280000	0.000333	0.435
108-45-2	m-phenylenediamine	824	5180000	0.000377	0.546
108-46-3	resorcinol	810	7490000	0.0003	0.677
108-47-4	2,4-dimethylpyridine	647	3870000	0.000367	0.364
108-48-5	2,6-dimethylpyridine	623.75	3750000	0.000373	0.345
108-55-4	glutaric anhydride	838	5800000	0.000275	0.537
108-57-6	m-divinylbenzene	692	3120000	0.00044	0.373
108-64-5	ethyl isopentanoate	587.95	2840000	0.000442	0.4
108-65-6	propylene glycol monomethyl ether acetate	597.9	3009000	0.000421	0.481
108-67-8	mesitylene	637.3	3127000	0.000433	0.399
108-68-9	3,5-xylenol	715.65	3600000	0.00048	0.485
108-69-0	3,5-dimethylaniline	695.58	3684000	0.000432	0.433
108-70-3	1,3,5-trichlorobenzene	718	3720000	0.000425	0.36
108-75-8	2,4,6-trimethylpyridine	653	3330000	0.000417	0.375
108-78-1	1,3,5-triazine-2,4,6-triamine	1017	5860000	0.000445	0.695
108-82-7	2,6-dimethyl-4-heptanol	603	2550000	0.000538	0.802
108-83-8	diisobutyl ketone	615	2480000	0.000522	0.512
108-84-9	1,3-dimethylbutyl acetate	618	2540000	0.000494	0.54
108-86-1	bromobenzene	670.15	4519000	0.000324	0.251
108-87-2	methylcyclohexane	572.1	3480000	0.000369	0.236
108-88-3	toluene	591.75	4108000	0.000316	0.264
108-89-4	4-methylpyridine	646.15	4660000	0.000326	0.301
108-90-7	chlorobenzene	632.35	4519000	0.000308	0.25
108-91-8	cyclohexylamine	615	4200000	0.00036	0.36
108-93-0	cyclohexanol	650.1	4260000	0.000322	0.369
108-94-1	cyclohexanone	553	4000000	0.000311	0.306
108-95-2	phenol	694.25	6130000	0.000229	0.426
108-98-5	phenyl mercaptan	689	4740000	0.000315	0.263
108-99-6	3-methylpyridine	645	4660000	0.00032	0.298
1081-75-0	1,3-diphenylpropane	797.05	2510000	0.0006595	0.523
1081-77-2	nonylbenzene	741	1895000	0.00079	0.638
1083-56-3	1,4-diphenylbutane	778.3	2200000	0.000777	0.452
108836-86-8	6-methyl-6-pentadecanol	757.6	1500000	0.00092	0.756
109-06-8	2-methylpyridine	621	4600000	0.000335	0.299
109-19-3	butyl isopentanoate	614.21	2308000	0.0005096	0.771
109-21-7	butyl butanoate	616	2540000	0.000494	0.482
109-42-2	butyl 10-undecenoate	760	1700000	0.0008364	
109-43-3	dibutyl sebacate	768	1320000	0.00105	1.125
109-49-9	5-hexeN-2-one	595	3960000	0.0003428	
109-52-4	pentanoic acid	639.16	3572000	0.0003362	0.698
109-53-5	isobutyl vinyl ether	536	3120000	0.000364	0.38
109-55-7	3-dimethylamino-1-propylamine	637.67	4210000	0.000358	0.591
109-56-8	2-(isopropylamino)ethanol	626.41	3790000	0.000368	0.841
109-59-1	2-isopropoxyethanol	582	3670000	0.0003501	0.783
109-60-4	propyl acetate	549.73	3360000	0.000345	0.389
109-64-8	1,3-dibromopropane	669.94	5344000	0.0003275	0.422
109-65-9	1-bromobutane	577	4540000	0.000319	0.323
109-66-0	pentane	469.7	3370000	0.000313	0.252
109-67-1	1-pentene	464.8	3560000	0.000298	0.236
109-68-2	2-pentene	467.08	3526000	0.0002977	0.241
109-69-3	1-chlorobutane	537	3820000	0.0003	0.274
109-73-9	butylamine	531.9	4200000	0.00031	0.329
109-74-0	butyronitrile	582.35	3790000	0.000278	0.371
109-75-1	vinylacetonitrile	584	3880000	0.000259	0.378
109-76-2	1,3-propanediamine	608	5120000	0.000316	0.506
109-77-3	malononitrile	715	4040000	0.000248	0.502
109-78-4	hydracrylonitrile	690	4890000	0.000243	0.826
109-79-5	1-butanethiol	570.1	3970000	0.000307	0.271
109-83-1	methylethanolamine	630	5220000	0.000253	0.586
109-86-4	2-methoxyethanol	564	5010000	0.000242	0.733
109-87-5	methylal	480.6	3952000	0.000213	0.29
109-89-7	diethylamine	496.6	3710000	0.000301	0.304
109-90-0	ethyl isocyanate	526	4607000	0.0002467	0.255
109-92-2	ethyl vinyl ether	475.15	4070000	0.000263	0.267
109-93-3	divinyl ether	463	4250000	0.00025	0.291
109-94-4	ethyl formate	508.4	4742000	0.000229	0.285
109-97-7	pyrrole	639.75	6210000	0.00023	0.288
109-99-9	tetrahydrofuran	540.15	5188000	0.0002239	0.226
110-00-9	furan	490.15	5500000	0.000218	0.202
110-01-0	tetrahydrothiophene	631.95	5160000	0.000249	0.2
110-02-1	thiophene	579.35	5690000	0.000219	0.197
110-03-2	2,5-dimethyl-2,5-hexanediol	692.04	3100000	0.000517	1.28
110-05-4	di-t-butyl peroxide	547	2480000	0.000508	0.403
110-06-5	di-tert-butyl disulfide	704.16	2624000	0.0005915	0.529
110-12-3	5-methyl-2-hexanone	601	2970000	0.000421	0.434
110-15-6	succinic acid	806	4710000	0.000317	0.992
110-16-7	maleic acid	773	4990000	0.000297	0.998
110-17-8	fumaric acid	771	4980000	0.000297	0.989
110-18-9	N,N,N',N'-tetramethyl-1,2-ethanediamine	569	2820000	0.000443	0.392
110-19-0	isobutyl acetate	560.8	3010000	0.000389	0.434
110-27-0	isopropyl tetradecanoate	738	1400000	0.000969	0.935
110-33-8	dihexyl adipate	767	1320000	0.00105	1.094
110-36-1	butyl myristate	746	1340000	0.0009822	
110-38-3	ethyl decanoate	667	1893000	0.0007173	0.699
110-39-4	octyl butanoate	691.8	1610000	0.000751	0.53
110-41-8	2-methylundecanal	685	1860000	0.000685	0.754
110-42-9	methyl decanoate	671	1990000	0.000653	0.699
110-43-0	2-heptanone	611.4	2940000	0.000434	0.419
110-45-2	3-methylbutyl formate	578	3130000	0.000387	0.409
110-52-1	1,4-dibromobutane	699.44	4666000	0.0003835	0.467
110-53-2	1-bromopentane	564.76	3768000	0.0003775	0.384
110-54-3	hexane	507.6	3025000	0.000371	0.301
110-56-5	1,4-dichlorobutane	641	3610000	0.000343	0.326
110-57-6	1,4-dichloro-trans-2-butene	646	3780000	0.000346	0.328
110-58-7	pentylamine	555	3580000	0.000365	0.407
110-59-8	valeronitrile	603	3260000	0.000331	0.415
110-60-1	1,4-butanediamine	612.33	4610000	0.0003183	0.533
110-61-2	succinonitrile	770	3540000	0.0003	0.559
110-62-3	pentanal	566.1	3970000	0.000313	0.347
110-63-4	1,4-butanediol	667	4880000	0.000297	1.189
110-64-5	2-butene-1,4-diol	679.44	5200000	0.000279	1.174
110-65-6	2-butyne-1,4-diol	695	5860000	0.000256	1.13
110-66-7	1-pentanethiol	598	3470000	0.000359	0.321
110-67-8	3-methoxypropionitrile	638	3630000	0.000324	0.465
110-68-9	methyl-butylamine	531.8	3520000	0.000345	0.441
110-70-3	N,N'-dimethyl-1,2-ethanediamine	612.33	4610000	0.0003161	0.533
110-71-4	1,2-dimethoxyethane	536.15	3871000	0.0002706	0.346
110-72-5	N-ethyl-1,2-ethanediamine	612.33	4610000	0.0003161	0.533
110-73-6	2-(ethylamino)ethanol	571.82	4140000	0.0003	0.711
110-74-7	propyl formate	538	4063000	0.000285	0.318
110-77-0	2-(ethylthio)ethanol	641	4320000	0.000325	0.731
110-78-1	propyl isocyanate	547	4023000	0.0003033	0.335
110-80-5	2-ethoxyethanol	569	4240000	0.000294	0.758
110-81-6	3,4-dithiahexane	642	3870000	0.000358	0.347
110-82-7	cyclohexane	553.8	4080000	0.000308	0.208
110-83-8	cyclohexene	560.4	4350000	0.000291	0.212
110-85-0	piperazine	638	5530000	0.00031	0.414
110-86-1	pyridine	619.95	5630000	0.000254	0.239
110-88-3	trioxane	604	5820000	0.000224	0.334
110-89-4	piperidine	594.05	4651000	0.000308	0.243
110-91-8	morpholine	618	5340000	0.000276	0.355
110-93-0	6-methyl-5-hepteN-2-one	635	3160000	0.0004518	
110-94-1	glutaric acid	807	4400000	0.000363	0.959
110-95-2	N,N,N',N'-tetramethyl-1,3-propanediamine	689	3450000	0.0004654	
110-96-3	diisobutylamine	580	2570000	0.000524	0.485
110-97-4	diisopropanolamine	672	3600000	0.000454	1.389
110-99-6	diglycolic acid	820	4420000	0.000331	0.108
110383-31-8	3-methyl-3-hexeN-2-ol	601	3500000	0.000341	
11069-19-5	dichlorobutene	640	3798000	0.000332	0.302
111-01-3	2,6,10,15,19,23-hexamethyltetracosane	863	868000	0.001805	0.915
111-03-5	glycerol 1-monooleate	885	1240000	0.00121	0.992
111-06-8	butyl palmitate	772	1220000	0.0010853	
111-11-5	methyl octanoate	629	2330000	0.000547	0.596
111-13-7	2-octanone	632.7	2640000	0.000497	0.455
111-14-8	heptanoic acid	677.3	3043000	0.000468	0.756
111-15-9	2-ethoxyethyl acetate	607.3	3166000	0.000453	0.552
111-16-0	heptanedioic acid	805	3140000	0.000469	1.116
111-20-6	sebacic acid	815	2350000	0.000658	1.205
111-24-0	1,5-dibromopentane	722.02	4109000	0.0004395	0.513
111-25-1	1-bromohexane	623.86	3361000	0.0004335	0.435
111-26-2	hexylamine	584	3180000	0.000418	0.458
111-27-3	1-hexanol	610.3	3417000	0.000387	0.576
111-29-5	1,5-pentanediol	673	4150000	0.000345	1.222
111-30-8	pentanedial	660	3590000	0.000347	0.537
111-31-9	1-hexanethiol	623	3080000	0.000412	0.368
111-33-1	N,N'-dimethyl-1,3-propanediamine	637.67	4210000	0.000358	0.591
111-34-2	butyl vinyl ether	536	3120000	0.000364	0.38
111-35-3	3-ethoxy-1-propanol	582	3670000	0.0003501	0.783
111-36-4	butyl isocyanate	568	3440000	0.00036	0.415
111-39-7	N-propylethylenediamine	637.67	4210000	0.000358	0.591
111-40-0	diethylene triamine	676	4220000	0.000342	0.7
111-41-1	N-aminoethyl ethanolamine	698	4460000	0.000387	1.05
111-42-2	diethanolamine	736.6	4270000	0.000349	0.953
111-43-3	dipropyl ether	530.6	3028000	0.000382	0.369
111-44-4	bis(2-chloroethyl) ether	666	3590000	0.000364	0.394
111-46-6	diethylene glycol	744.6	4600000	0.000312	0.622
111-47-7	4-thiaheptane	608	3080000	0.000412	0.374
111-48-8	bis(2-hydroxyethyl) sulfide	731	4610000	0.000343	1.176
111-49-9	hexamethyleneimine	624	4270000	0.000361	0.345
111-51-3	N,N,N',N'-tetramethyl-1,4-butanediamine	715	3150000	0.0005253	
111-55-7	ethylene glycol diacetate	653	3090000	0.000416	0.56
111-61-5	ethyl stearate	772	1220000	0.0010801	
111-65-9	octane	568.7	2490000	0.000486	0.4
111-66-0	1-octene	567	2680000	0.000468	0.392
111-67-1	oct-2-ene	564.74	2694000	0.0004588	0.328
111-68-2	heptylamine	607	2850000	0.000471	0.511
111-69-3	adiponitrile	781	2830000	0.000406	0.659
111-70-6	1-heptanol	632.6	3058000	0.000435	0.567
111-71-7	1-heptanal	616.8	3160000	0.000434	0.428
111-74-0	N,N'-diethyl-1,2-ethanediamine	663	3810000	0.0004084	0.65
111-75-1	2-(butylamino)ethanol	681	3440000	0.000436	0.97
111-76-2	2-butoxyethanol	633.9	3270000	0.0004236	0.521
111-77-3	2-(2-methoxyethoxy)ethanol	630	3540000	0.000367	0.871
111-78-4	1,5-cyclooctadiene	645	3900000	0.000366	0.286
111-79-5	methyl nonylenate	650	2350000	0.0005402	
111-81-9	methyl 10-undecenoate	694	2150000	0.0006198	
111-82-0	methyl dodecanoate	712	1740000	0.000758	0.692
111-83-1	1-bromooctane	665.09	2721000	0.0005455	0.524
111-84-2	nonane	594.6	2290000	0.000544	0.444
111-85-3	1-chlorooctane	642.41	2443000	0.0005325	0.462
111-86-4	octylamine	627	2580000	0.000524	0.569
111-87-5	1-octanol	652.5	2777000	0.000497	0.583
111-88-6	1-octanethiol	664	2520000	0.000518	0.473
111-90-0	2-(2-ethoxyethoxy)ethanol	656	3140000	0.000436	0.681
111-92-2	dibutylamine	602.3	2570000	0.000512	0.53
111-96-6	diethylene glycol dimethyl ether	608	2860000	0.000422	0.577
1111-74-6	dimethyl silane	402	3560000	0.000258	0.13
1111-78-0	ammonium carbamate	539.82	4451000	0.0003025	0.12
1112-39-6	dimethoxydimethylsilane	524	2660000	0.000441	0.263
1115-08-8	3-methyl-1,4-pentadiene	497	3490000	0.000323	0.247
1115-11-3	2-methyl-2-butenal	570	4100000	0.0002715	
1116-40-1	triisobutylamine	672.77	1831000	0.0007339	0.675
1116-76-3	trioctylamine	782	1010000	0.00137	0.969
111675-77-5	2-methyl-1-heptanol, (±)	600.92	2849000	0.000488	0.733
1117-55-1	hexyl octanoate	695	1660000	0.0008108	
1117-59-5	hexyl pentanoate	652	2047000	0.0006587	0.639
1117-60-8	(R)-3,7-dimethyl-1-octanol	629	2355000	0.000598	0.793
1117-61-9	βcitronellol, (R) - (+)	656.59	2236000	0.0006015	0.612
1117-86-8	1,2-octanediol	672.79	3107000	0.0005155	1.272
111767-95-4	5-methyl-1-heptanol, (±)	600.92	2849000	0.000488	0.733
111768-02-6	2,4-dimethyl-1-pentanol, (±)	587.2	3151000	0.0004341	0.709
111768-04-8	2-methyl-1-hexanol, (±)	587.2	3151000	0.0004341	0.709
111768-05-9	4-methyl-1-hexanol, (±)	587.2	3151000	0.0004341	0.709
111768-08-2	3-methyl-1-hexanol, (±)	587.2	3151000	0.0004341	0.709
111772-90-8	1-bromo-12-methyltridecane	750.56	1609000	0.0008815	0.758
1118-00-9	methyl 2,2-dimethylpropyl ether	531.9	3114000	0.0003785	0.298
1118-58-7	2-methyl-1,3-pentadiene	526.51	3494000	0.0003324	0.25
111823-35-9	3-methyl-2-isopropyl-1-butene	554.89	2704000	0.0004535	0.303
111897-18-8	3-octadecanol, (±)	775.45	1330000	0.0010265	0.847
1119-06-8	hexyl heptanoate	682	1740000	0.000776	0.759
1119-16-0	4-methylpentanal	576.34	3412000	0.0003825	0.433
1119-51-3	5-bromo-1-pentene	602.3	3971000	0.0003585	0.367
1119-60-4	6-heptenoic acid	716	2900000	0.0004518	
1119-65-9	2-heptyne	581.9	3341000	0.0003895	0.279
1119-85-3	trans-1,4-dicyano-2-butene	755	2950000	0.000426	0.667
1119-86-4	1,2-decanediol	697.08	2535000	0.0006275	1.309
1119-87-5	1,2-dodecanediol	723.16	2108000	0.0007395	1.318
112-05-0	nonanoic acid	710.7	2514000	0.00056	0.772
112-06-1	heptyl acetate	637	2330000	0.000547	0.595
112-07-2	2-butoxyethyl acetate	641.2	2480000	0.000549	0.56
112-10-7	isopropyl stearate	785	1160000	0.001144	
112-12-9	2-undecanone	678.01	2046000	0.0006575	0.653
112-14-1	octyl acetate	652	2150000	0.0006	0.651
112-15-2	diethylene glycol ethyl ether acetate	660	2420000	0.000565	0.715
112-17-4	decyl acetate	678	1860000	0.000705	0.75
112-18-5	dimethyldodecylamine	714.5	1510000	0.00084	0.612
112-19-6	undecenyl acetate	716	1900000	0.0007174	
112-20-9	nonylamine	648	2360000	0.000577	0.617
112-23-2	heptyl formate	628	2540000	0.000494	0.534
112-24-3	triethylene tetramine	718	3170000	0.000482	0.974
112-25-4	ethylene glycol monohexyl ether	633	2620000	0.000505	0.9
112-27-6	triethylene glycol	769.5	3320000	0.000443	0.759
112-29-8	1-bromodecane	698.43	2248000	0.0006575	0.611
112-30-1	1-decanol	687.3	2315000	0.000649	0.622
112-31-2	decanal	674.2	2600000	0.00058	0.582
112-32-3	octyl formate	645	2330000	0.000547	0.587
112-34-5	diethylene glycol monobutyl ether	692.3	2790000	0.000537	0.655
112-35-6	triethylene glycol monomethyl ether	677	2730000	0.000496	1.038
112-36-7	diethylene glycol diethyl ether	624	2370000	0.000558	0.681
112-37-8	undecanoic acid	732	2080000	0.000653	0.835
112-38-9	10-undecenoic acid	796	2100000	0.000675	
112-39-0	methyl palmitate	733	1420000	0.0009234	
112-40-3	dodecane	658	1820000	0.000716	0.576
112-41-4	1-dodecene	657.6	1930000	0.000684	0.571
112-42-5	1-undecanol	703.6	2147000	0.000718	0.625
112-43-6	10-undeceN-1-ol	657	2000000	0.0006092	
112-44-7	undecanal	692	2490000	0.000632	0.62
112-46-9	9-undeceN-1-ol	657	2000000	0.0006092	
112-47-0	1,10-decanediol	747	2110000	0.000609	0.919
112-48-1	ethylene glycol dibutyl ether	672	2340000	0.0006245	
112-49-2	triethylene glycol dimethyl ether	651	2310000	0.000548	0.792
112-50-5	triethylene glycol monoethyl ether	679	2480000	0.000567	1.059
112-51-6	6,7-dithiadodecane	726.94	2175000	0.0007035	0.614
112-52-7	1-chlorododecane	711.02	1726000	0.0007565	0.626
112-53-8	1-dodecanol	719.4	1994000	0.000716	0.666
112-54-9	dodecanal	708	2410000	0.000685	0.675
112-55-0	1-dodecanethiol	724	1840000	0.000729	0.666
112-57-2	tetraethylenepentamine	774	2530000	0.000636	1.237
112-58-3	dihexyl ether	658	1816000	0.000698	0.711
112-59-4	di(ethylene glycol) hexyl ether	684	2410000	0.000631	1.111
112-60-7	tetraethylene glycol	795	2590000	0.000564	0.917
112-61-8	methyl stearate	759	1280000	0.0010267	
112-62-9	methyl oleate	764	1280000	0.00106	1.049
112-66-3	dodecyl acetate	720.3	1430000	0.000867	1.006
112-69-6	dimethylhexadecylamine	760.9	1120000	0.00106	0.716
112-70-9	1-tridecanol	734	1935000	0.000749	0.712
112-71-0	1-bromotetradecane	750.56	1609000	0.0008815	0.758
112-72-1	1-tetradecanol	747	1810000	0.000802	0.743
112-73-2	diethylene glycol dibutyl ether	680	1760000	0.000803	0.846
112-75-4	dimethyltetradecylamine	739.4	1300000	0.00095	0.669
112-79-8	elaidic acid	936	1500000	0.0010856	
112-80-1	oleic acid	781	1390000	0.001	1.182
112-82-3	1-bromohexadecane	773.66	1387000	0.0009935	0.809
112-85-6	docosanoic acid	846	990000	0.0012724	
112-86-7	cis-13-docosenoic acid	996	1300000	0.001314	
112-88-9	1-octadecene	748	1340000	0.00105	0.794
112-89-0	1-bromooctadecane	795.03	1208000	0.0011055	0.838
112-92-5	1-octadecanol	790	1440000	0.00101	0.889
112-95-8	eicosane	768	1160000	0.001208	0.907
112-99-2	dioctadecylamine	1006.21	460000	0.0020865	
1120-06-5	2-decanol	673.2	2360000	0.000603	0.575
1120-21-4	undecane	639	1950000	0.000659	0.53
1120-24-7	dimethyldecylamine	685.3	1780000	0.00073	0.536
1120-28-1	methyl eicosanoate	785	1160000	0.0011329	
1120-36-1	1-tetradecene	692	1660000	0.000817	0.645
1120-48-5	dioctylamine	734	1260000	0.0010926	0.819
1120-49-6	didecylamine	782.3	1210000	0.001172	0.949
1120-62-3	3-methylcyclopentene	526	4130000	0.000303	0.23
1122-39-0	2,4,5-trimethylpyridine	653	3330000	0.000417	0.376
1122-69-6	2-ethyl-6-methylpyridine	653	3330000	0.000417	0.376
1122-81-2	4-propylpyridine	653	3330000	0.000417	0.376
1123-00-8	cyclopentaneacetic acid	708	3620000	0.00041	0.614
1123-73-5	2-methyl-3-ethylphenol	726.44	3787000	0.0003655	0.495
1123-85-9	2-phenyl-1-propanol	685	3490000	0.00044	0.764
1123-94-0	3-methyl-4-ethylphenol	730.79	3787000	0.0003655	0.495
1123-96-2	2-ethyl-3,5-dimethylpyridine	673	3000000	0.0004694	
1124-05-6	1,4-dichloro-2,5-dimethylbenzene	735	3300000	0.000446	
1124-20-5	1-methyl-3-(1-methylethenyl)benzene	665.71	2944000	0.0005255	0.39
1124-62-5	(3-chloropropyl)cyclohexane	662.93	2341000	0.0005685	0.474
1125-80-0	3-methylisoquinoline	778.59	3705000	0.000463	0.428
1126-18-7	2-butylcyclohexanone	710	2750000	0.0005195	
1126-78-9	N-butylaniline	690	2985000	0.0005255	0.69
1127-76-0	1-ethylnaphthalene	776	3320000	0.00052	0.407
1134-40-3	2,3,6,7-tetramethylnaphthalene	810.54	2389000	0.0006335	0.535
1134-62-9	2-butylnaphthalene	780.96	2498000	0.0006335	0.533
113426-22-5	3-methyl-2-octene	593.62	2372000	0.0005248	0.411
113666-64-1	2-undecanol, (±)	696.85	2130000	0.0006505	0.596
1138-52-9	3,5-bis(1,1-dimethylethyl)phenol	765	2280000	0.000704	0.631
1141-38-4	2,6-naphthalenedicarboxylic acid	904	3050000	0.000586	1.16
114180-21-1	1-chloro-2-methylbutane, (±)	556.69	3367000	0.0003557	0.283
115-07-1	propylene	364.9	4600000	0.000185	0.141
115-09-3	methylmercury chloride	741.32	12576000	0.0001284	
115-10-6	dimethyl ether	400.1	5370000	0.00017	0.2
115-11-7	isobutene	417.9	3999000	0.0002389	0.189
115-18-4	2-methyl-3-buteN-2-ol	573	4550000	0.0002584	
115-21-9	trichloroethylsilane	559.95	3330000	0.000414	0.269
115-25-3	octafluorocyclobutane	388.37	2778000	0.0003248	0.356
115-69-5	2-amino-2-methyl-1,3-propanediol	715	3270000	0.000349	1.046
115-70-8	2-amino-2-ethyl-1,3-propanediol	678	3880000	0.000401	1.302
115-76-4	2,2-diethyl-1,3-propanediol	661.45	3514000	0.0004545	1.175
115-77-5	pentaerythritol	780	4780000	0.000381	2.173
115-84-4	2-butyl-2-ethyl-1,3-propanediol	703.86	2794000	0.000573	1.3
115-86-6	triphenyl phosphate	1060	16200000		0.775
115113-98-9	2-hepteN-4-ol, (±)	601	3500000	0.000341	
116-02-9	3,5,5-trimethylcyclohexanol	655	3390000	0.0004788	
116-09-6	1-hydroxy-2-propanone	596	5740000	0.000228	0.774
116-14-3	tetrafluoroethylene	306.45	3944000	0.000172	0.227
116-15-4	hexafluoropropylene	368	2900000	0.000268	0.205
116-53-0	2-methylbutanoic acid	643	3890000	0.000347	0.589
116422-39-0	(S)-(+)-2-methoxypropanol	569	4240000	0.0002973	0.759
116668-40-7	2-deceN-4-yne	615	2700000	0.000486	
116668-44-1	2-methyl-4-hepteN-2-ol	615	3100000	0.0003875	
116668-45-2	2-methyl-3-hepteN-2-ol	615	3100000	0.0003875	
116668-48-5	2,6-dimethyl-2,5-octadiene	646	3000000	0.0004577	
116668-49-6	3,6-dimethyl-2,6-octadiene	646	3000000	0.0004577	
116668-50-9	4-chloro-2-octene	640.48	2574000	0.0005125	0.43
116697-35-9	cis-2-ethylcyclohexanol, (±)	645	3590000	0.0004482	
116723-96-7	1-methylpentyl butanoate, (S)	657.2	1900000	0.000635	0.474
116724-10-8	N-ethyl-2-butanamine, (±)	559.92	3283000	0.0003975	0.404
116724-17-5	2,3,3-trimethylcyclohexanol	655	3390000	0.0004788	
116724-18-6	1,5,6-trimethylcyclohexene	620	2860000	0.0004518	
116781-85-2	2-nitrobutane, (±)	610	3600000	0.0003375	0.402
116783-21-2	1,3-diphenylbutane, (±)	778.3	2200000	0.000777	0.452
116783-23-4	sec-butyl methyl ether	497.32	3409000	0.0003308	0.327
116783-29-0	cis-2,4-dimethylcyclohexanone	670	3250000	0.0004217	
116836-12-5	2-nitrooctane, (±)	690.75	2566000	0.0005655	0.643
116836-13-6	5-methyl-1-octeN-3-one	655	2860000	0.0005112	
116836-16-9	2-amino-3-pentanol	626.41	3790000	0.000368	0.841
116836-30-7	cis-9-undecenoic acid	796	2100000	0.000675	
116836-32-9	1-methylpropyl pentanoate	629	2330000	0.000547	0.596
116836-55-6	sec-butyl butanoate, (S)	599.25	2513000	0.000499	0.472
116908-83-9	2-ethylpentanoic acid, (±)	680	2990000	0.000442	0.717
117-81-7	bis(2-ethylhexyl) phthalate	806	1180000	0.00127	1.142
117-84-0	dioctyl phthalate	806	1180000	0.00127	1.142
117903-18-1	1-ethylpropyl butanoate	610	2390000	0.0005	0.86
118-69-4	2,6-dichlorotoluene	710	3620000	0.000404	0.343
118-72-9	2,6-dimethylthiophenol	730.98	3806000	0.0004295	0.373
118-74-1	hexachlorobenzene	825	2850000	0.000526	0.497
118-90-1	o-toluic acid	751	3860000	0.000397	0.657
118-91-2	o-chlorobenzoic acid	792	4030000	0.000383	0.664
118-93-4	1-(2-hydroxyphenyl)ethanone	707	4450000	0.000394	0.638
118-96-7	2,4,6-trinitrotoluene	828	3040000	0.000572	0.897
1184-58-3	dimethylaluminum chloride	619	3620000	0.00032	0.183
1184-60-7	2-fluoro-1-propene	396.62	4421000	0.0002035	0.193
1184-65-2	germane, trichloro	559.78	4621000	0.00027596	0.17
1185-33-7	2,2-dimethyl-1-butanol	589	3520000	0.000376	0.518
1185-39-3	neoheptanoic acid	680	2990000	0.000442	0.717
1186-31-8	4-methyl-1-hepteN-4-ol	615	3100000	0.0003875	
1186-53-4	2,2,3,4-tetramethylpentane	592.6	2600000	0.00049	0.314
1187-13-9	trans-2-ethyl-2-butenoic acid	696	3300000	0.0003894	
1187-93-5	trifluoromethyl trifluorovinyl ether	363	3110000	0.000289	0.35
1188-02-9	2-methylheptanoic acid	692	2690000	0.000494	0.779
1189-99-7	2,5,5-trimethylheptane	602.9	2219000	0.00055	0.383
119-36-8	methyl salicylate	709	4090000	0.00041	0.581
119-61-9	benzophenone	830	3352000	0.0005677	0.502
119-64-2	1,2,3,4-tetrahydronaphthalene	720	3650000	0.000408	0.335
119-65-3	isoquinoline	803.15	5100000	0.000374	0.304
119-67-5	2-formylbenzoic acid	772	3830000	0.000372	0.819
119-75-5	2-nitro-N-phenylaniline	835	2870000	0.000623	0.767
