CASRN	RI	RIT
693-65-2	1.4119	293.15
693-67-4	1.4552	298.15
693-72-1	1.4499	333.15
693-89-0	1.4322	293.15
693-93-6	1.4317	293.15
6938-94-9	1.4247	293.15
694-05-3	1.48	293.15
694-28-0	1.475	293.15
694-48-4	1.4734	288.15
694-51-9	1.4441	298.15
694-53-1	1.5125	293.15
694-80-4	1.5809	293.15
6940-76-7	1.5472	293.15
6940-78-9	1.4885	293.15
695-06-7	1.4495	293.15
695-12-5	1.455	292.15
696-28-6	1.6386	288.15
696-29-7	1.441	293.15
696-30-0	1.4962	293.15
696-44-6	1.5557	298.15
696-59-3	1.418	293.15
696-63-9	1.5801	298.15
696-71-9	1.4871	293.15
6963-44-6	1.4261	292.15
697-11-0	1.298	253.15
6971-51-3	1.544	293.15
6975-60-6	1.5035	293.15
6975-98-0	1.4154	293.15
6975-99-1	1.4442	293.15
698-01-1	1.5578	293.15
698-87-3	1.519	293.15
6982-25-8	1.431	298.15
699-02-5	1.5267	293.15
699-17-2	1.4696	290.15
699-30-9	1.324	293.15
70-22-4	1.516	293.15
70-34-8	1.569	293.15
700-12-9	1.527	293.15
700-88-9	1.528	293.15
7005-72-3	1.599	
701-57-5	1.6401	293.15
701-97-3	1.4638	293.15
70116-68-6	1.4089	293.15
7045-71-8	1.4191	293.15
7058-01-7	1.4467	293.15
706-78-5	1.566	323.15
706-79-6	1.3676	293.15
70644-46-1	1.5466	298.15
7065-46-5	1.421	293.15
7069-38-7	1.4471	293.15
70715-19-4	1.482	298.15
7081-78-9	1.4053	293.15
7087-68-5	1.4138	293.15
7094-26-0	1.4382	293.15
71-23-8	1.385	293.15
71-36-3	1.3988	293.15
71-41-0	1.4101	293.15
71-43-2	1.5011	293.15
71-55-6	1.4379	293.15
7116-86-1	1.4049	293.15
7119-94-0	1.4954	299.15
712-48-1	1.6332	329.15
713-36-0	1.5763	293.15
7132-64-1	1.439	298.15
7144-05-0	1.49	293.15
7145-20-2	1.4268	293.15
7146-60-3	1.4146	293.15
7148-07-4	1.5128	293.15
7148-74-5	1.478	293.15
7152-15-0	1.25	293.15
7154-66-7	1.5963	293.15
7154-73-6	1.4687	293.15
7154-75-8	1.3936	293.15
7154-79-2	1.4236	293.15
7154-80-5	1.417	293.15
71563-86-5	1.481	293.15
7164-98-9	1.6025	298.15
717-74-8	1.4882	293.15
7187-01-1	1.5824	298.15
719-79-9	1.5664	293.15
7205-90-5	1.6055	293.15
7209-38-3	1.5015	293.15
721-50-6	1.5299	293.15
7223-38-3	1.4195	293.15
7239-24-9	1.3907	293.15
7252-83-7	1.445	293.15
7283-96-7	1.6036	298.15
7295-76-3	1.518	293.15
7300-34-7	1.4619	293.15
7307-55-3	1.4398	293.15
7318-67-4	1.4049	293.15
7319-00-8	1.4104	293.15
7320-37-8	1.224	
7328-33-8	1.4918	295.15
7335-26-4	1.5224	293.15
7357-93-9	1.41	293.15
7379-12-6	1.4042	293.15
7385-78-6	1.3992	293.15
7385-82-2	1.4006	293.15
7399-50-0	1.485	298.15
74-83-9	1.4218	293.15
74-85-1	1.363	173.15
74-87-3	1.3389	293.15
74-88-4	1.5308	293.15
74-90-8	1.2614	293.15
74-95-3	1.542	293.15
74-96-4	1.4239	293.15
74-97-5	1.4838	293.15
74-99-7	1.3863	233.15
74112-36-0	1.4146	293.15
7415-31-8	1.4719	293.15
7433-56-9	1.4243	293.15
7433-78-5	1.4258	293.15
7443-55-2	1.458	293.15
74683-66-2	1.4353	293.15
74742-08-8	1.4289	293.15
74742-10-2	1.4326	298.15
74778-22-6	1.4248	293.15
7493-82-5	1.4263	288.15
75-00-3	1.3676	293.15
75-01-4	1.37	293.15
75-03-6	1.5133	293.15
75-04-7	1.3663	293.15
75-05-8	1.3442	303.15
75-07-0	1.3316	293.15
75-08-1	1.431	293.15
75-09-2	1.4242	293.15
75-11-6	1.7411	293.15
75-12-7	1.4472	293.15
75-15-0	1.6319	293.15
75-18-3	1.4438	293.15
75-19-4	1.3799	231.15
75-21-8	1.3597	280.15
75-25-2	1.5948	298.15
75-26-3	1.4251	293.15
75-27-4	1.4964	293.15
75-28-5	1.3518	248.15
75-29-6	1.3777	293.15
75-30-9	1.5028	293.15
75-31-0	1.3742	293.15
75-33-2	1.4255	293.15
75-34-3	1.4164	293.15
75-35-4	1.4249	293.15
75-36-5	1.3886	293.15
75-37-6	1.3011	201.15
75-43-4	1.3724	282.15
75-50-3	1.3631	273.15
75-52-5	1.3817	293.15
75-62-7	1.5065	293.15
75-64-9	1.3784	293.15
75-65-0	1.3878	293.15
75-66-1	1.4232	293.15
75-75-2	1.4317	291.15
75-76-3	1.3587	293.15
75-77-4	1.387	293.15
75-78-5	1.4038	293.15
75-79-6	1.4106	293.15
75-81-0	1.5662	293.15
75-82-1	1.4456	293.15
75-83-2	1.3688	293.15
75-85-4	1.4052	293.15
75-86-5	1.3992	293.15
75-87-6	1.458	293.15
75-88-7	1.309	273.15
75-89-8	1.2907	295.15
75-91-2	1.4015	293.15
75-94-5	1.4295	293.15
75-97-8	1.3952	293.15
75-98-9	1.3931	303.15
7521-80-4	1.4363	293.15
7525-62-4	1.5351	293.15
753-89-9	1.4044	293.15
754-05-2	1.3914	293.15
7540-51-4	1.4576	291.15
756-79-6	1.4099	303.15
7564-63-8	1.538	293.15
757-58-4	1.4273	300.15
7570-26-5	1.4468	293.15
7572-29-4	1.4279	293.15
759-05-7	1.385	289.15
759-36-4	1.4188	294.15
76-01-7	1.5025	293.15
76-02-8	1.4695	293.15
76-03-9	1.4603	334.15
76-04-0	1.3559	293.15
76-06-2	1.4611	293.15
76-12-0	1.413	298.15
76-13-1	1.3557	298.15
76-14-2	1.3092	273.15
76-15-3	1.2678	231.15
76-17-5	1.3512	293.15
76-36-8	1.4755	293.15
76-37-9	1.3197	293.15
76-38-0	1.3861	293.15
76-65-3	1.5614	298.15
76-67-5	1.4896	298.15
760-20-3	1.3841	293.15
760-21-4	1.3969	293.15
760-23-6	1.4641	293.15
760-67-8	1.4335	293.15
760-79-2	1.4391	298.15
760-93-0	1.454	293.15
7614-93-9	1.59	288.15
762-21-0	1.4425	293.15
762-42-5	1.4434	293.15
762-49-2	1.4236	293.15
762-50-5	1.3775	293.15
762-62-9	1.3818	293.15
762-63-0	1.4026	293.15
762-72-1	1.4074	293.15
762-75-4	1.379	293.15
7623-13-4	1.4764	293.15
763-29-1	1.392	293.15
763-69-9	1.4065	293.15
764-01-2	1.453	293.15
764-13-6	1.4785	293.15
764-35-2	1.4138	293.15
764-42-1	1.4349	384.15
764-47-6	1.3908	293.15
764-48-7	1.4564	290.15
764-93-2	1.4265	293.15
764-96-5	1.4302	293.15
764-97-6	1.4285	293.15
7642-04-8	1.415	293.15
7642-09-3	1.3947	293.15
7642-10-6	1.4059	293.15
7642-15-1	1.4148	293.15
765-03-7	1.434	293.15
765-05-9	1.4346	293.15
765-09-3	1.4574	298.15
765-13-9	1.4419	293.15
765-30-0	1.421	293.15
765-34-4	1.4265	293.15
765-42-4	1.4316	293.15
765-43-5	1.4251	293.15
765-47-9	1.4448	293.15
765-87-7	1.4995	293.15
766-05-2	1.4505	293.15
766-07-4	1.4645	298.15
766-08-5	1.5058	293.15
766-09-6	1.448	293.15
766-51-8	1.548	293.15
766-77-8	1.4995	293.15
766-90-5	1.542	293.15
766-92-7	1.562	293.15
766-94-9	1.5224	293.15
7661-55-4	1.6219	293.15
7667-60-9	1.4341	293.15
767-12-4	1.4606	288.15
767-58-8	1.5266	293.15
767-59-9	1.5616	293.15
767-60-2	1.5621	293.15
767-99-7	1.5402	298.15
768-00-3	1.5425	293.15
768-32-1	1.4907	293.15
768-33-2	1.5082	293.15
768-49-0	1.5388	293.15
768-52-5	1.538	293.15
768-56-9	1.5059	293.15
768-66-1	1.4455	293.15
7688-21-3	1.3979	293.15
769-92-6	1.538	293.15
7696-12-0	1.5175	294.15
77-15-6	1.521	299.15
77-25-8	1.424	293.15
77-42-9	1.5115	293.15
77-47-4	1.5658	293.15
77-53-2	1.4824	363.15
77-63-4	1.5461	293.15
77-74-7	1.4186	293.15
77-75-8	1.431	293.15
77-76-9	1.378	293.15
77-77-0	1.4765	293.15
77-78-1	1.3874	293.15
77-81-6	1.425	293.15
77-83-8	1.5182	293.15
77-89-4	1.438	
77-93-0	1.4455	293.15
77-94-1	1.446	293.15
770-09-2	1.4941	293.15
770-12-7	1.523	293.15
770-35-4	1.5232	293.15
7705-14-8	1.4727	293.15
771-56-2	1.4016	298.15
771-61-9	1.4263	293.15
771-62-0	1.4645	293.15
771-97-1	1.6392	299.15
771-98-2	1.5718	293.15
772-00-9	1.5306	291.15
772-17-8	1.5155	293.15
773-82-0	1.4402	298.15
7731-28-4	1.4614	293.15
7731-29-5	1.4561	293.15
775-12-2	1.58	293.15
775-56-4	1.469	293.15
7755-92-2	1.5094	293.15
776-35-2	1.6415	293.15
776-76-1	1.5694	293.15
777-37-7	1.5083	299.15
7779-27-3	1.458	298.15
778-24-5	1.5644	293.15
778-28-9	1.505	293.15
778-66-5	1.588	293.15
7786-44-9	1.4598	298.15
779-02-2	1.6959	372.15
78-00-2	1.5198	293.15
78-07-9	1.3955	293.15
78-08-0	1.396	298.15
78-09-1	1.3905	298.15
78-10-4	1.3928	293.15
78-13-7	1.4307	293.15
78-27-3	1.4822	293.15
78-30-8	1.5575	293.15
78-38-6	1.4163	293.15
78-39-7	1.398	293.15
78-40-0	1.4053	293.15
78-53-5	1.4655	300.15
78-59-1	1.4766	291.15
78-62-6	1.3811	293.15
78-69-3	1.433	298.15
78-74-0	1.5933	293.15
78-75-1	1.5201	293.15
78-77-3	1.4348	293.15
78-78-4	1.3537	293.15
78-79-5	1.4219	293.15
78-80-8	1.414	293.15
78-81-9	1.3988	292.15
78-82-0	1.372	293.15
78-83-1	1.3955	293.15
78-84-2	1.373	293.15
78-85-3	1.4144	293.15
78-88-6	1.4603	293.15
78-89-7	1.439	293.15
78-92-2	1.3978	293.15
78-93-3	1.3788	293.15
78-94-4	1.4081	293.15
78-97-7	1.4058	291.15
78-98-8	1.4002	291.15
78-99-9	1.4289	293.15
780-69-8	1.4604	293.15
781-35-1	1.5361	289.15
78918-91-9	1.3854	298.15
79-00-5	1.4714	293.15
79-01-6	1.4773	293.15
79-03-8	1.4032	293.15
79-04-9	1.453	293.15
79-05-0	1.418	383.15
79-08-3	1.4804	323.15
79-09-4	1.3809	293.15
79-10-7	1.4224	293.15
79-11-8	1.4351	328.15
79-16-3	1.4301	293.15
79-20-9	1.3614	293.15
79-21-0	1.3974	293.15
79-22-1	1.3868	293.15
79-24-3	1.3917	293.15
79-27-6	1.6353	293.15
79-29-8	1.375	293.15
79-30-1	1.4079	293.15
79-31-2	1.393	293.15
79-34-5	1.494	293.15
79-35-6	1.383	253.15
79-36-7	1.4591	293.15
79-37-8	1.4316	293.15
79-38-9	1.38	273.15
79-41-4	1.4314	293.15
79-43-6	1.4658	293.15
79-44-7	1.454	293.15
79-46-9	1.3944	293.15
79-55-0	1.455	294.15
79-69-6	1.5002	293.15
79-70-9	1.5162	298.15
79-77-6	1.5198	293.15
80-10-4	1.58	293.15
80-18-2	1.5151	293.15
80-26-2	1.4689	294.15
80-42-2	1.5035	298.15
80-56-8	1.4632	298.15
80-59-1	1.433	349.15
80-62-6	1.4142	293.15
80-63-7	1.442	293.15
81-13-0	1.497	293.15
81-20-9	1.5202	293.15
811-93-8	1.441	293.15
812-03-3	1.4867	293.15
813-78-5	1.408	298.15
814-49-3	1.417	293.15
814-67-5	1.532	293.15
814-68-6	1.4343	293.15
814-78-8	1.422	293.15
815-24-7	1.4194	293.15
815-58-7	1.5271	291.15
816-79-5	1.4148	293.15
817-91-4	1.4253	298.15
817-95-8	1.4039	293.15
818-38-2	1.4241	293.15
82-66-6	1.67	
821-07-8	1.5135	293.15
821-08-9	1.5035	293.15
821-09-0	1.4309	293.15
821-10-3	1.5058	293.15
821-11-4	1.4755	293.15
821-55-6	1.421	293.15
821-76-1	1.4565	298.15
821-95-4	1.4261	293.15
821-98-7	1.4302	293.15
821-99-8	1.4586	298.15
822-06-0	1.4585	293.15
822-28-6	1.4444	298.15
822-36-6	1.5037	287.15
822-50-4	1.412	293.15
822-67-3	1.479	298.15
822-85-5	1.5085	298.15
822-87-7	1.4825	293.15
823-76-7	1.4565	289.15
824-72-6	1.5581	298.15
824-94-2	1.58	293.15
825-25-2	1.5215	291.15
825-51-4	1.4992	293.15
825-94-5	1.5418	293.15
82584-73-4	1.4841	293.15
826-73-3	1.5698	293.15
826-74-4	1.644	293.15
827-15-6	1.495	298.15
827-52-1	1.5329	293.15
828-00-2	1.431	293.15
829-84-5	1.5163	293.15
83-13-6	1.4977	293.15
83-32-9	1.6048	368.15
83-33-0	1.561	298.15
83-41-0	1.5441	293.15
83-42-1	1.5377	342.15
830-13-7	1.4571	333.15
84-61-7	1.431	293.15
84-66-2	1.5	294.15
84-74-2	1.4911	293.15
84-80-0	1.525	298.15
84-95-7	1.5961	293.15
85-01-8	1.5943	
85-91-6	1.5839	288.15
85-97-2	1.6237	303.15
86-21-5	1.5519	298.15
86-26-0	1.5641	372.15
86-28-2	1.6394	353.15
86-52-2	1.638	293.15
86-53-3	1.6298	291.15
86-55-5	1.46	
86-56-6	1.624	288.15
86-80-6	1.5486	293.15
86-89-5	1.5725	293.15
868-77-9	1.4515	293.15
868-85-9	1.4036	293.15
869-29-4	1.4193	293.15
87-13-8	1.46	293.15
87-19-4	1.5087	293.15
87-20-7	1.508	293.15
87-24-1	1.507	295.15
87-25-2	1.5646	293.15
87-41-2	1.536	372.15
87-44-5	1.4986	293.15
87-59-2	1.5684	293.15
87-60-5	1.588	293.15
87-62-7	1.561	293.15
87-64-9	1.5449	293.15
87-66-1	1.561	407.15
87-68-3	1.5542	293.15
87-92-3	1.4451	293.15
870-23-5	1.4832	293.15
870-63-3	1.493	288.15
871-28-3	1.4125	289.15
871-83-0	1.4099	293.15
871-84-1	1.4521	291.15
872-05-9	1.4215	293.15
872-10-6	1.4561	293.15
872-31-1	1.5919	293.15
872-50-4	1.4684	293.15
872-53-7	1.4432	293.15
872-55-9	1.5122	293.15
872-85-5	1.5423	293.15
872-93-5	1.4772	293.15
873-49-4	1.5285	293.15
873-66-5	1.5506	293.15
873-94-9	1.4454	288.15
874-23-7	1.5138	293.15
874-41-9	1.5038	293.15
874-60-2	1.5547	293.15
874-63-5	1.511	293.15
874-79-3	1.5571	293.15
877-44-1	1.5024	293.15
877-65-6	1.5179	293.15
88-05-1	1.5495	293.15
88-09-5	1.4132	293.15
88-15-3	1.5667	293.15
88-16-4	1.4513	298.15
88-17-5	1.481	293.15
88-18-6	1.516	293.15
88-60-8	1.525	293.15
88-69-7	1.5315	293.15
88-72-2	1.545	293.15
88-75-5	1.5723	323.15
88-89-1	1.763	
88-95-9	1.5684	293.15
880-09-1	1.482	293.15
89-25-8	1.637	
89-58-7	1.5413	293.15
89-60-1	1.5572	293.15
89-61-2	1.439	348.15
89-72-5	1.52	298.15
89-74-7	1.534	293.15
89-75-8	1.5895	293.15
89-79-2	1.4723	293.15
89-82-7	1.4894	293.15
89-83-8	1.5227	293.15
89-87-2	1.5473	298.15
89-92-9	1.573	293.15
89-93-0	1.5436	292.15
89-96-3	1.5218	293.15
89-97-4	1.5594	298.15
89-98-5	1.5662	293.15
89583-12-0	1.5043	293.15
90-00-6	1.5367	293.15
90-02-8	1.574	293.15
90-04-0	1.5715	283.15
90-05-1	1.5429	293.15
90-11-9	1.658	293.15
90-12-0	1.617	293.15
90-13-1	1.6326	293.15
90-14-2	1.7026	293.15
90-15-3	1.6224	372.15
90-39-1	1.5312	293.15
90-42-6	1.4877	298.15
90-99-3	1.5951	293.15
91-00-9	1.5963	
91-14-5	1.5767	293.15
91-16-7	1.5827	294.15
91-19-0	1.6231	321.15
91-20-3	1.5898	298.15
91-21-4	1.5668	293.15
91-22-5	1.6268	293.15
91-23-6	1.5161	293.15
91-49-6	1.5146	293.15
91-53-2	1.569	298.15
91-57-6	1.6015	313.15
91-58-7	1.6079	286.15
91-59-8	1.6493	371.15
91-62-3	1.6157	293.15
91-63-4	1.6116	293.15
91-66-7	1.5409	293.15
91-73-6	1.6065	353.15
91-79-2	1.5915	293.15
91-80-5	1.5915	293.15
91-81-6	1.576	298.15
91-88-3	1.554	293.15
91049-43-3	1.4397	292.15
917-92-0	1.3736	293.15
917-93-1	1.416	289.15
918-00-3	1.4635	290.15
91840-99-2	1.4366	293.15
91890-87-8	1.436	286.15
919-19-7	1.42	299.15
919-30-2	1.4225	293.15
919-86-8	1.5063	293.15
919-94-8	1.3886	298.15
92-52-4	1.588	350.15
92-54-6	1.5875	293.15
92-59-1	1.5943	296.15
92-71-7	1.6231	373.15
920-37-6	1.429	293.15
920-46-7	1.4435	293.15
921-47-1	1.4144	293.15
922-28-1	1.4108	293.15
922-62-3	1.4016	293.15
922-65-6	1.44	290.15
923-26-2	1.4458	293.15
923-99-9	1.4282	293.15
924-43-6	1.371	293.15
924-50-5	1.432	293.15
925-15-5	1.425	293.15
925-78-0	1.4208	293.15
926-02-3	1.3922	293.15
926-56-7	1.4532	293.15
926-63-6	1.386	293.15
926-64-7	1.4095	293.15
926-65-8	1.384	293.15
926-82-9	1.4083	293.15
927-49-1	1.427	293.15
927-62-8	1.397	293.15
927-68-4	1.457	296.15
927-73-1	1.4233	293.15
927-74-2	1.4409	293.15
927-80-0	1.3796	293.15
928-45-0	1.4013	296.15
928-49-4	1.4115	293.15
928-51-8	1.4518	293.15
928-68-7	1.4162	293.15
928-80-3	1.4252	293.15
928-92-7	1.4402	293.15
928-94-9	1.4397	293.15
928-95-0	1.434	293.15
928-96-1	1.438	293.15
928-97-2	1.4374	293.15
929-77-1	1.4339	333.15
93-03-8	1.555	290.15
93-15-2	1.534	293.15
93-18-5	1.5975	309.15
93-28-7	1.5205	293.15
93-51-6	1.5353	298.15
93-53-8	1.5176	293.15
93-54-9	1.5169	296.15
93-55-0	1.5269	293.15
93-58-3	1.5164	293.15
93-61-8	1.5589	293.15
93-71-0	1.4932	298.15
93-89-0	1.5007	293.15
93-91-4	1.5678	351.15
93-97-0	1.5767	288.15
930-18-7	1.3829	293.15
930-22-3	1.4168	293.15
930-27-8	1.433	292.15
930-28-9	1.451	293.15
930-30-3	1.4629	288.15
930-36-9	1.4787	286.15
930-37-0	1.432	293.15
930-55-2	1.488	298.15
930-66-5	1.4797	293.15
930-68-7	1.4883	293.15
930-87-0	1.4969	293.15
930-89-2	1.4293	293.15
930-90-5	1.4219	293.15
931-20-4	1.482	293.15
931-56-6	1.4355	293.15
931-87-3	1.4698	293.15
931-89-5	1.4741	298.15
931-97-5	1.4693	293.15
932-16-1	1.5403	288.15
932-43-4	1.4343	293.15
932-44-5	1.4274	293.15
932-66-1	1.4881	293.15
932-96-7	1.5835	293.15
933-48-2	1.455	289.15
933-88-0	1.5549	293.15
933-98-2	1.5117	293.15
934-53-2	1.529	298.15
934-74-7	1.4981	293.15
934-80-5	1.5031	293.15
935-05-7	1.4989	298.15
936-58-3	1.5289	294.15
937-33-7	1.527	293.15
938-16-9	1.5086	292.15
938-45-4	1.549	286.15
939-27-5	1.5999	293.15
939-48-0	1.489	293.15
939-52-6	1.5459	293.15
939-97-9	1.527	293.15
94-02-0	1.5317	288.15
94-08-6	1.5089	291.15
94-11-1	1.5209	298.15
94-13-3	1.505	375.15
94-30-4	1.5254	293.15
94-36-0	1.543	
94-59-7	1.5381	293.15
94-65-5	1.4538	293.15
94-68-8	1.5456	293.15
94-70-2	1.556	293.15
94-96-2	1.4497	293.15
940-31-8	1.5184	293.15
940-41-0	1.5185	293.15
941-98-0	1.628	295.15
942-92-7	1.5027	298.15
943-15-7	1.5301	293.15
943-27-1	1.518	288.15
947-91-1	1.592	294.15
948-32-3	1.4896	298.15
95-00-1	1.5762	298.15
95-11-4	1.4885	293.15
95-13-6	1.5768	293.15
95-15-8	1.6374	310.15
95-16-9	1.6379	293.15
95-21-6	1.5497	293.15
95-46-5	1.5565	293.15
95-47-6	1.5018	298.15
95-48-7	1.5386	308.15
95-49-8	1.5268	293.15
95-50-1	1.5515	293.15
95-51-2	1.5895	293.15
95-52-3	1.4704	293.15
95-53-4	1.5725	293.15
95-56-7	1.589	293.15
95-57-8	1.5524	293.15
95-59-0	1.4928	293.15
95-63-6	1.5048	293.15
95-68-1	1.5569	293.15
95-73-8	1.5511	293.15
95-75-0	1.5471	293.15
95-78-3	1.5591	294.15
95-92-1	1.4101	293.15
95-93-2	1.479	354.15
950-10-7	1.5354	299.15
96-02-6	1.498	293.15
96-04-8	1.415	291.15
96-05-9	1.436	293.15
96-09-3	1.5342	293.15
96-11-7	1.5862	293.15
96-12-8	1.553	287.15
96-14-0	1.3765	293.15
96-18-4	1.4852	293.15
96-19-5	1.503	293.15
96-21-9	1.5495	298.15
96-22-0	1.3905	298.15
96-23-1	1.4837	293.15
96-24-2	1.4809	293.15
96-27-5	1.5268	293.15
96-29-7	1.441	293.15
96-32-2	1.452	293.15
96-33-3	1.404	293.15
96-34-4	1.4218	293.15
96-37-7	1.4097	293.15
96-39-9	1.4512	293.15
96-40-2	1.4708	299.15
96-41-3	1.453	293.15
96-43-5	1.5487	293.15
96-47-9	1.4059	294.15
96-48-0	1.4341	293.15
96-49-1	1.4148	323.15
96-54-8	1.4875	293.15
96-76-4	1.508	293.15
96-80-0	1.4417	293.15
97-00-7	1.5857	333.15
97-53-0	1.5405	293.15
97-54-1	1.5739	292.15
97-62-1	1.3869	291.15
97-63-2	1.4147	293.15
97-72-3	1.4061	292.15
97-85-8	1.3999	293.15
97-86-9	1.4199	293.15
97-88-1	1.424	293.15
97-90-5	1.4532	298.15
97-94-9	1.3971	
97-95-0	1.422	293.15
97-96-1	1.4025	293.15
97-97-2	1.415	293.15
97-99-4	1.452	293.15
98-00-0	1.4869	293.15
98-01-1	1.5261	293.15
98-02-2	1.5329	293.15
98-03-3	1.592	293.15
98-06-6	1.4927	293.15
98-07-7	1.558	293.15
98-08-8	1.4146	293.15
98-13-5	1.523	293.15
98-15-7	1.4438	298.15
98-16-8	1.4787	293.15
98-27-1	1.523	293.15
98-46-4	1.4719	293.15
98-51-1	1.4918	293.15
98-54-4	1.4787	387.15
98-56-6	1.4431	303.15
98-81-7	1.5881	293.15
98-82-8	1.4915	293.15
98-83-9	1.5386	293.15
98-85-1	1.5265	293.15
98-86-2	1.5372	293.15
98-87-3	1.5502	293.15
98-88-4	1.5537	293.15
98-89-5	1.453	293.15
98-91-9	1.604	293.15
98-92-0	1.466	
98-95-3	1.5562	293.15
99-02-5	1.5494	293.15
99-04-7	1.509	
99-07-0	1.5895	299.15
99-08-1	1.5466	293.15
99-48-9	1.4942	298.15
99-51-4	1.5202	293.15
99-62-7	1.4883	293.15
99-63-8	1.57	320.15
99-66-1	1.425	298.15
99-71-8	1.5182	294.15
99-79-6	1.525	298.15
99-83-2	1.471	298.15
99-84-3	1.4754	295.15
99-85-4	1.4765	287.15
99-86-5	1.477	292.15
99-87-6	1.4909	293.15
99-89-8	1.5228	293.15
99-90-1	1.647	
99-91-2	1.555	293.15
99-93-4	1.5577	382.15
99-97-8	1.5366	293.15
994-05-8	1.3862	298.15
994-30-9	1.4314	293.15
994-49-0	1.434	293.15
996-50-9	1.4112	293.15
998-29-8	1.428	293.15
998-40-3	1.4619	293.15
998-41-4	1.438	293.15
998-93-6	1.4495	293.15
998-95-8	1.4237	293.15
999-21-3	1.4699	293.15
999-52-0	1.4228	293.15
999-55-3	1.432	293.15
999-78-0	1.4071	293.15
999-97-3	1.409	293.15
